war_num,war_name,war_type_code,war_type,war_subtype,total_participants,start_date,start_year,end_date,end_year,lagging_war,leading_war,ongoing_war,total_days_in_war,start_date_estimated,end_date_estimated,file_name
687.0,Bashmachi in Turketsan Revolt,5.0,Intra-State War,Civil War (over local issues),2,1920-08-28,1920,1924-02-04,1924,-8.0,-8.0,0.0,,0.0,0.0,war_num_687_0.json
688.0,Italian Fascist War,7.0,Intra-State War,Intercommunal,2,1920-10-01,1920,1922-10-01,1922,-8.0,-8.0,0.0,,1.0,0.0,war_num_688_0.json
446.0,Conquest of Mongolia,3.0,Extra-State War,Imperial (state vs non-state),3,1920-10-10,1920,1921-08-22,1921,-8.0,-8.0,0.0,,0.0,0.0,war_num_446_0.json
686.0,Green Rebellion,5.0,Intra-State War,Civil War (over local issues),2,1920-08-19,1920,1921-06-03,1921,-8.0,-8.0,0.0,,0.0,0.0,war_num_686_0.json
685.5,Dagestan Rebellion,5.0,Intra-State War,Civil War (over local issues),2,1920-08-01,1920,1921-05-21,1921,-8.0,-8.0,0.0,,1.0,0.0,war_num_685_5.json
684.5,Gilan Marxists Rebellion,4.0,Intra-State War,Civil War (for central control),4,1920-06-17,1920,1921-11-23,1921,-8.0,-8.0,0.0,,0.0,0.0,war_num_684_5.json
117.0,Lithuanian-Polish,1.0,Inter-State War,Inter-State War,2,1920-07-15,1920,1920-12-01,1920,,,0.0,,0.0,0.0,war_num_117_0.json
685.0,Zhili-Anfu War,7.0,Intra-State War,Intercommunal,2,1920-07-14,1920,1920-07-23,1920,-8.0,-8.0,0.0,,0.0,0.0,war_num_685_0.json
445.0,Iraqi-British,2.0,Extra-State War,Colonial (conflict with colony),2,1920-06-05,1920,1920-10-17,1920,-8.0,-8.0,0.0,,0.0,0.0,war_num_445_0.json
684.0,Second Yunnan-Sichuan War,6.0,Intra-State War,Regional/Internal,2,1920-05-23,1920,1920-12-31,1920,-8.0,-8.0,0.0,,0.0,1.0,war_num_684_0.json
444.0,Franco-Syrian,3.0,Extra-State War,Imperial (state vs non-state),2,1920-03-01,1920,1920-08-07,1920,-8.0,-8.0,0.0,,1.0,0.0,war_num_444_0.json
115.0,Second Greco-Turkish,1.0,Inter-State War,Inter-State War,2,1919-05-05,1919,1922-10-11,1922,,,0.0,,0.0,0.0,war_num_115_0.json
116.0,Franco-Turkish,1.0,Inter-State War,Inter-State War,2,1919-11-01,1919,1921-10-20,1921,,,0.0,,0.0,0.0,war_num_116_0.json
443.0,First British-Waziristan,3.0,Extra-State War,Imperial (state vs non-state),2,1919-05-26,1919,1920-03-31,1920,-8.0,-8.0,0.0,,0.0,1.0,war_num_443_0.json
683.0,Hungary's Red and White Terror,4.0,Intra-State War,Civil War (for central control),2,1919-03-25,1919,1920-02-15,1920,-8.0,-8.0,0.0,,0.0,0.0,war_num_683_0.json
109.0,Russo-Polish,1.0,Inter-State War,Inter-State War,2,1919-02-14,1919,1920-10-18,1920,,,0.0,,0.0,0.0,war_num_109_0.json
442.0,Third British-Afghan,3.0,Extra-State War,Imperial (state vs non-state),2,1919-05-03,1919,1919-08-08,1919,-8.0,-8.0,0.0,,0.0,0.0,war_num_442_0.json
112.0,Hungarian Adversaries,1.0,Inter-State War,Inter-State War,3,1919-04-16,1919,1919-08-04,1919,,,0.0,,0.0,0.0,war_num_112_0.json
682.0,Sparticist Rising,7.0,Intra-State War,Intercommunal,2,1919-01-06,1919,1919-05-03,1919,-8.0,-8.0,0.0,,0.0,0.0,war_num_682_0.json
108.0,Latvian Liberation,1.0,Inter-State War,Inter-State War,7,1918-12-02,1918,1920-02-01,1920,,,0.0,,0.0,0.0,war_num_108_0.json
107.0,Estonian Liberation,1.0,Inter-State War,Inter-State War,3,1918-11-22,1918,1920-01-03,1920,,,0.0,,0.0,0.0,war_num_107_0.json
441.0,Caco Revolt,2.0,Extra-State War,Colonial (conflict with colony),2,1918-10-17,1918,1920-05-19,1920,-8.0,-8.0,0.0,,0.0,0.0,war_num_441_0.json
681.0,Western Ukrainian War,6.0,Intra-State War,Regional/Internal,3,1918-12-01,1918,1919-02-13,1919,-8.0,109.0,0.0,,0.0,0.0,war_num_681_0.json
680.0,Finnish Civil War,4.0,Intra-State War,Civil War (for central control),4,1918-01-28,1918,1918-05-16,1918,-8.0,-8.0,0.0,,0.0,0.0,war_num_680_0.json
440.0,Second Sino-Tibetan,3.0,Extra-State War,Imperial (state vs non-state),2,1918-01-07,1918,1918-08-31,1918,-8.0,-8.0,0.0,,0.0,1.0,war_num_440_0.json
677.0,Russian Civil War,4.0,Intra-State War,Civil War (for central control),7,1917-12-09,1917,1920-11-20,1920,-8.0,-8.0,0.0,,0.0,0.0,war_num_677_0.json
676.5,Southern China Revolt,5.0,Intra-State War,Civil War (over local issues),2,1917-08-16,1917,1918-11-17,1918,-8.0,-8.0,0.0,,0.0,0.0,war_num_676_5.json
676.0,First Yunnan-Sichuan War,6.0,Intra-State War,Regional/Internal,2,1917-04-18,1917,1917-08-02,1917,-8.0,-8.0,0.0,,0.0,0.0,war_num_676_0.json
675.5,Negus Mikael Revolt,4.0,Intra-State War,Civil War (for central control),2,1916-10-07,1916,1917-08-27,1917,-8.0,-8.0,0.0,,0.0,0.0,war_num_675_5.json
675.0,Russian Turkestan Revolt,5.0,Intra-State War,Civil War (over local issues),2,1916-07-04,1916,1917-02-27,1917,-8.0,-8.0,0.0,,0.0,0.0,war_num_675_0.json
674.0,Anti-Monarchy War,4.0,Intra-State War,Civil War (for central control),2,1915-12-25,1915,1916-06-15,1916,-8.0,-8.0,0.0,,0.0,0.0,war_num_674_0.json
673.0,Fourth Mexican War,4.0,Intra-State War,Civil War (for central control),3,1914-11-03,1914,1920-07-28,1920,-8.0,-8.0,0.0,,0.0,0.0,war_num_673_0.json
106.0,World War I,1.0,Inter-State War,Inter-State War,15,1914-07-29,1914,1918-11-11,1918,,,0.0,,0.0,0.0,war_num_106_0.json
672.5,Contestado Rebellion,5.0,Intra-State War,Civil War (over local issues),2,1914-08-01,1914,1915-12-31,1915,-8.0,-8.0,0.0,,1.0,1.0,war_num_672_5.json
672.0,China Pai Ling (White Wolf) War,5.0,Intra-State War,Civil War (over local issues),2,1914-03-01,1914,1914-08-07,1914,-8.0,-8.0,0.0,,1.0,0.0,war_num_672_0.json
667.0,Ecuadorian Civil War,4.0,Intra-State War,Civil War (for central control),2,1913-09-24,1913,1916-09-14,1916,-8.0,-8.0,0.0,,0.0,0.0,war_num_667_0.json
436.0,Moroccan Berber,2.0,Extra-State War,Colonial (conflict with colony),3,1913-03-26,1913,1915-05-16,1915,-8.0,-8.0,0.0,,0.0,0.0,war_num_436_0.json
665.0,Second Nationalist Revolution,5.0,Intra-State War,Civil War (over local issues),2,1913-07-12,1913,1913-09-01,1913,-8.0,-8.0,0.0,,0.0,0.0,war_num_665_0.json
103.0,Second Balkan,1.0,Inter-State War,Inter-State War,5,1913-06-30,1913,1913-07-30,1913,,,0.0,,0.0,0.0,war_num_103_0.json
437.0,Moro Rebellion,2.0,Extra-State War,Colonial (conflict with colony),2,1913-06-11,1913,1913-10-22,1913,-8.0,-8.0,0.0,,0.0,0.0,war_num_437_0.json
100.0,First Balkan,1.0,Inter-State War,Inter-State War,4,1912-10-17,1912,1913-04-19,1913,,,0.0,,0.0,0.0,war_num_100_0.json
435.0,First Sino-Tibetan,2.0,Extra-State War,Colonial (conflict with colony),2,1912-03-01,1912,1913-01-31,1913,-8.0,-8.0,0.0,,1.0,1.0,war_num_435_0.json
658.0,Cuban Black Uprising,5.0,Intra-State War,Civil War (over local issues),2,1912-05-20,1912,1912-07-18,1912,-8.0,-8.0,0.0,,0.0,0.0,war_num_658_0.json
434.0,French-Berber,2.0,Extra-State War,Colonial (conflict with colony),2,1912-03-31,1912,1912-09-06,1912,-8.0,-8.0,0.0,,0.0,0.0,war_num_434_0.json
657.3,War of Ecuadorian Generals,4.0,Intra-State War,Civil War (for central control),2,1912-01-11,1912,1912-01-22,1912,-8.0,-8.0,0.0,,0.0,0.0,war_num_657_3.json
97.0,Italian-Turkish,1.0,Inter-State War,Inter-State War,2,1911-09-29,1911,1912-10-18,1912,,,0.0,,0.0,0.0,war_num_97_0.json
657.0,First Nationalist Revolution,4.0,Intra-State War,Civil War (for central control),2,1911-10-11,1911,1911-12-18,1911,-8.0,-8.0,0.0,,0.0,0.0,war_num_657_0.json
656.0,Paraguayan Radical Liberal Rebellion,4.0,Intra-State War,Civil War (for central control),2,1911-02-11,1911,1911-03-17,1911,-8.0,-8.0,0.0,,0.0,0.0,war_num_656_0.json
652.0,Third Mexican War,4.0,Intra-State War,Civil War (for central control),3,1910-11-20,1910,1914-07-19,1914,-8.0,-8.0,0.0,,0.0,0.0,war_num_652_0.json
650.0,Second Albanian Revolt,5.0,Intra-State War,Civil War (over local issues),2,1910-03-01,1910,1912-10-16,1912,-8.0,100.0,0.0,,1.0,0.0,war_num_650_0.json
650.8,Hawran Druze Rebellion,5.0,Intra-State War,Civil War (over local issues),2,1910-09-11,1910,1910-11-08,1910,-8.0,-8.0,0.0,,0.0,0.0,war_num_650_8.json
433.0,French Conquest of Wadai,3.0,Extra-State War,Imperial (state vs non-state),2,1909-05-01,1909,1911-12-31,1911,-8.0,-8.0,0.0,,1.0,1.0,war_num_433_0.json
649.0,Bluefields Insurrection,4.0,Intra-State War,Civil War (for central control),2,1909-10-10,1909,1910-08-20,1910,-8.0,-8.0,0.0,,0.0,0.0,war_num_649_0.json
94.0,Second Spanish-Moroccan,1.0,Inter-State War,Inter-State War,2,1909-07-07,1909,1910-03-23,1910,,,0.0,,0.0,0.0,war_num_94_0.json
647.5,Asir-Yemen Revolt,5.0,Intra-State War,Civil War (over local issues),2,1909-02-18,1909,1910-02-28,1910,-8.0,-8.0,0.0,,0.0,1.0,war_num_647_5.json
648.0,Young Turks Counter-Coup,4.0,Intra-State War,Civil War (for central control),2,1909-04-14,1909,1909-05-17,1909,-8.0,-8.0,0.0,,0.0,0.0,war_num_648_0.json
647.0,Iranian Constitution War,4.0,Intra-State War,Civil War (for central control),3,1908-06-23,1908,1909-07-17,1909,-8.0,-8.0,0.0,,0.0,0.0,war_num_647_0.json
432.0,Japan-Korean Guerrillas,2.0,Extra-State War,Colonial (conflict with colony),2,1907-08-01,1907,1910-08-16,1910,-8.0,-8.0,0.0,,0.0,0.0,war_num_432_0.json
431.0,Anti-Foreign Revolt,3.0,Extra-State War,Imperial (state vs non-state),2,1907-07-30,1907,1910-12-31,1910,-8.0,-8.0,0.0,,0.0,1.0,war_num_431_0.json
430.0,Dembos War,3.0,Extra-State War,Imperial (state vs non-state),2,1907-01-01,1907,1910-12-31,1910,-8.0,-8.0,0.0,,1.0,1.0,war_num_430_0.json
646.0,Hafiziyya Uprising,4.0,Intra-State War,Civil War (for central control),3,1907-08-16,1907,1908-08-21,1908,-8.0,-8.0,0.0,,0.0,0.0,war_num_646_0.json
645.0,Romanian Peasant Revolt,4.0,Intra-State War,Civil War (for central control),2,1907-03-16,1907,1907-04-30,1907,-8.0,-8.0,0.0,,0.0,0.0,war_num_645_0.json
91.0,Fourth Central American,1.0,Inter-State War,Inter-State War,3,1907-02-19,1907,1907-04-23,1907,,,0.0,,0.0,0.0,war_num_91_0.json
88.0,Third Central American,1.0,Inter-State War,Inter-State War,3,1906-05-27,1906,1906-07-20,1906,,,0.0,,0.0,0.0,war_num_88_0.json
429.0,Third British-Zulu,2.0,Extra-State War,Colonial (conflict with colony),2,1906-03-05,1906,1906-06-10,1906,-8.0,-8.0,0.0,,0.0,0.0,war_num_429_0.json
427.0,Sokoto Uprising,2.0,Extra-State War,Colonial (conflict with colony),2,1906-01-01,1906,1906-03-10,1906,-8.0,-8.0,0.0,,1.0,0.0,war_num_427_0.json
426.0,Maji-Maji Revolt,2.0,Extra-State War,Colonial (conflict with colony),2,1905-07-31,1905,1906-06-30,1906,-8.0,-8.0,0.0,,0.0,1.0,war_num_426_0.json
643.0,Bloody Sunday War,4.0,Intra-State War,Civil War (for central control),2,1905-01-22,1905,1906-01-01,1906,-8.0,-8.0,0.0,,0.0,0.0,war_num_643_0.json
424.0,Second Dutch-Achinese,2.0,Extra-State War,Colonial (conflict with colony),2,1904-01-01,1904,1907-12-31,1907,-8.0,-8.0,0.0,,1.0,1.0,war_num_424_0.json
423.0,South West African Revolt,2.0,Extra-State War,Colonial (conflict with colony),2,1904-01-12,1904,1906-05-04,1906,-8.0,-8.0,0.0,,0.0,0.0,war_num_423_0.json
85.0,Russo-Japanese,1.0,Inter-State War,Inter-State War,2,1904-02-08,1904,1905-09-15,1905,,,0.0,,0.0,0.0,war_num_85_0.json
641.5,Saudi Revolt,5.0,Intra-State War,Civil War (over local issues),2,1904-05-08,1904,1904-09-27,1904,-8.0,-8.0,0.0,,0.0,0.0,war_num_641_5.json
425.0,Younghusband Expedition,3.0,Extra-State War,Imperial (state vs non-state),2,1904-03-31,1904,1904-09-07,1904,-8.0,-8.0,0.0,,0.0,0.0,war_num_425_0.json
641.0,First Uruguay War,4.0,Intra-State War,Civil War (for central control),2,1904-01-01,1904,1904-09-10,1904,-8.0,-8.0,0.0,,0.0,0.0,war_num_641_0.json
422.0,British Conquest of Kano & Sokoto,3.0,Extra-State War,Imperial (state vs non-state),2,1903-01-29,1903,1903-07-27,1903,-8.0,-8.0,0.0,,0.0,0.0,war_num_422_0.json
421.0,Kuanhama Rebellion,3.0,Extra-State War,Imperial (state vs non-state),2,1902-01-01,1902,1904-12-31,1904,-8.0,-8.0,0.0,,1.0,1.0,war_num_421_0.json
640.0,Ilinden War,5.0,Intra-State War,Civil War (over local issues),2,1902-10-11,1902,1903-11-30,1903,-8.0,-8.0,0.0,,0.0,1.0,war_num_640_0.json
420.0,Bailundu Revolt,3.0,Extra-State War,Imperial (state vs non-state),2,1902-01-01,1902,1903-12-31,1903,-8.0,-8.0,0.0,,1.0,1.0,war_num_420_0.json
639.0,Third Yemeni Imamate Rebellion,5.0,Intra-State War,Civil War (over local issues),2,1902-03-01,1902,1902-08-31,1902,-8.0,-8.0,0.0,,1.0,1.0,war_num_639_0.json
419.0,Somali Rebellion,2.0,Extra-State War,Colonial (conflict with colony),3,1901-03-22,1901,1904-04-21,1904,-8.0,-8.0,0.0,,0.0,0.0,war_num_419_0.json
638.0,Fifth Venezuelan War,4.0,Intra-State War,Civil War (for central control),2,1901-12-19,1901,1903-07-21,1903,-8.0,-8.0,0.0,,0.0,0.0,war_num_638_0.json
83.0,Sino-Russian,1.0,Inter-State War,Inter-State War,2,1900-07-17,1900,1900-10-10,1900,,,0.0,,0.0,0.0,war_num_83_0.json
82.0,Boxer Rebellion,1.0,Inter-State War,Inter-State War,6,1900-06-17,1900,1900-08-14,1900,,,0.0,,0.0,0.0,war_num_82_0.json
417.0,Last Ashanti War,3.0,Extra-State War,Imperial (state vs non-state),2,1900-04-02,1900,1900-09-30,1900,-8.0,-8.0,0.0,,0.0,0.0,war_num_417_0.json
636.0,Colombian War of the Thousand Days,4.0,Intra-State War,Civil War (for central control),4,1899-10-17,1899,1902-11-21,1902,-8.0,-8.0,0.0,,0.0,0.0,war_num_636_0.json
416.0,Second Boer War,3.0,Extra-State War,Imperial (state vs non-state),2,1899-10-11,1899,1902-05-31,1902,-8.0,-8.0,0.0,,0.0,0.0,war_num_416_0.json
414.0,American-Philippine,2.0,Extra-State War,Colonial (conflict with colony),2,1899-02-04,1899,1902-07-04,1902,-8.0,-8.0,0.0,,0.0,0.0,war_num_414_0.json
637.0,Quintana Roo War,5.0,Intra-State War,Civil War (over local issues),2,1899-10-01,1899,1901-05-04,1901,-8.0,-8.0,0.0,,1.0,0.0,war_num_637_0.json
635.0,Second Yaqui War,5.0,Intra-State War,Civil War (over local issues),2,1899-07-21,1899,1900-01-18,1900,-8.0,-8.0,0.0,,0.0,0.0,war_num_635_0.json
415.0,French Conquest of Chad,3.0,Extra-State War,Imperial (state vs non-state),2,1899-07-17,1899,1900-04-22,1900,-8.0,-8.0,0.0,,0.0,0.0,war_num_415_0.json
633.0,Fourth Venezuelan War,4.0,Intra-State War,Civil War (for central control),2,1899-05-24,1899,1899-10-14,1899,-8.0,-8.0,0.0,,0.0,0.0,war_num_633_0.json
632.6,Second Yemeni Imamate Rebellion,5.0,Intra-State War,Civil War (over local issues),2,1898-04-01,1898,1899-06-30,1899,-8.0,-8.0,0.0,,1.0,1.0,war_num_632_6.json
79.0,Spanish-American,1.0,Inter-State War,Inter-State War,2,1898-04-22,1898,1898-08-12,1898,,,0.0,,0.0,0.0,war_num_79_0.json
632.3,Revolución de Queipa,4.0,Intra-State War,Civil War (for central control),2,1898-03-17,1898,1898-07-14,1898,-8.0,-8.0,0.0,,0.0,0.0,war_num_632_3.json
413.0,Hut Tax,2.0,Extra-State War,Colonial (conflict with colony),2,1898-02-01,1898,1898-05-31,1898,-8.0,-8.0,0.0,,1.0,1.0,war_num_413_0.json
412.0,British-Pathan,2.0,Extra-State War,Colonial (conflict with colony),2,1897-07-26,1897,1898-03-07,1898,-8.0,-8.0,0.0,,0.0,0.0,war_num_412_0.json
76.0,Greco-Turkish,1.0,Inter-State War,Inter-State War,2,1897-02-15,1897,1897-05-19,1897,,,0.0,,0.0,0.0,war_num_76_0.json
411.0,British-South Nigerian,3.0,Extra-State War,Imperial (state vs non-state),2,1897-01-06,1897,1897-02-25,1897,-8.0,-8.0,0.0,,0.0,0.0,war_num_411_0.json
409.0,Second British-Mahdi,3.0,Extra-State War,Imperial (state vs non-state),2,1896-06-07,1896,1899-11-24,1899,-8.0,-8.0,0.0,,0.0,0.0,war_num_409_0.json
410.0,Spanish-Philippine,2.0,Extra-State War,Colonial (conflict with colony),2,1896-08-30,1896,1898-05-01,1898,-8.0,79.0,0.0,,0.0,0.0,war_num_410_0.json
632.0,Canudos Revolt,5.0,Intra-State War,Civil War (over local issues),2,1896-10-01,1896,1897-10-05,1897,-8.0,-8.0,0.0,,0.0,0.0,war_num_632_0.json
631.0,Second Cretan War,5.0,Intra-State War,Civil War (over local issues),2,1896-03-10,1896,1897-02-14,1897,-8.0,76.0,0.0,,0.0,0.0,war_num_631_0.json
631.5,Ecuadorian Conservative Revolt,4.0,Intra-State War,Civil War (for central control),2,1896-06-01,1896,1896-08-28,1896,-8.0,-8.0,0.0,,0.0,0.0,war_num_631_5.json
404.0,Second Spanish-Cuban,2.0,Extra-State War,Colonial (conflict with colony),2,1895-02-24,1895,1898-04-21,1898,-8.0,79.0,0.0,,0.0,0.0,war_num_404_0.json
407.0,Second Italian-Ethiopian,3.0,Extra-State War,Imperial (state vs non-state),2,1895-12-07,1895,1896-10-21,1896,-8.0,-8.0,0.0,,0.0,0.0,war_num_407_0.json
630.2,Armenian Hunchak Uprising,5.0,Intra-State War,Civil War (over local issues),2,1895-10-24,1895,1896-02-02,1896,-8.0,-8.0,0.0,,0.0,0.0,war_num_630_2.json
630.0,Druze Rebellion,5.0,Intra-State War,Civil War (over local issues),2,1895-10-15,1895,1896-03-31,1896,-8.0,-8.0,0.0,,0.0,1.0,war_num_630_0.json
406.0,Mazrui Rebellion,3.0,Extra-State War,Imperial (state vs non-state),2,1895-07-03,1895,1896-04-21,1896,-8.0,-8.0,0.0,,0.0,0.0,war_num_406_0.json
628.0,First Gansu Muslim War,5.0,Intra-State War,Civil War (over local issues),2,1895-04-02,1895,1896-04-30,1896,-8.0,-8.0,0.0,,0.0,1.0,war_num_628_0.json
405.0,Japan-Taiwanese,2.0,Extra-State War,Colonial (conflict with colony),2,1895-05-29,1895,1895-10-21,1895,-8.0,-8.0,0.0,,0.0,0.0,war_num_405_0.json
627.0,Ecuador Liberals War,4.0,Intra-State War,Civil War (for central control),2,1895-02-12,1895,1895-09-22,1895,-8.0,-8.0,0.0,,0.0,0.0,war_num_627_0.json
403.0,Portuguese-Gaza Empire,3.0,Extra-State War,Imperial (state vs non-state),2,1895-02-01,1895,1895-12-28,1895,-8.0,-8.0,0.0,,0.0,0.0,war_num_403_0.json
626.0,Sixth Colombian War,4.0,Intra-State War,Civil War (for central control),2,1895-01-22,1895,1895-03-08,1895,-8.0,-8.0,0.0,,0.0,0.0,war_num_626_0.json
625.0,Third Peru War,4.0,Intra-State War,Civil War (for central control),2,1894-10-24,1894,1895-03-19,1895,-8.0,-8.0,0.0,,0.0,0.0,war_num_625_0.json
73.0,First Sino-Japanese,1.0,Inter-State War,Inter-State War,2,1894-07-25,1894,1895-03-30,1895,,,0.0,,0.0,0.0,war_num_73_0.json
401.0,Second Franco-Madagascan,3.0,Extra-State War,Imperial (state vs non-state),2,1894-06-16,1894,1895-10-01,1895,-8.0,-8.0,0.0,,0.0,0.0,war_num_401_0.json
402.0,Second Dutch-Bali,3.0,Extra-State War,Imperial (state vs non-state),2,1894-07-01,1894,1894-11-22,1894,-8.0,-8.0,0.0,,1.0,0.0,war_num_402_0.json
623.0,Tonghak Rebellion phase 1,5.0,Intra-State War,Civil War (over local issues),3,1894-03-23,1894,1894-06-10,1894,-8.0,-8.0,0.0,,0.0,0.0,war_num_623_0.json
400.0,Mahdist-Italian,3.0,Extra-State War,Imperial (state vs non-state),2,1893-12-21,1893,1894-07-12,1894,-8.0,-8.0,0.0,,0.0,0.0,war_num_400_0.json
399.0,Melilla War,3.0,Extra-State War,Imperial (state vs non-state),2,1893-09-29,1893,1894-03-05,1894,-8.0,-8.0,0.0,,0.0,0.0,war_num_399_0.json
398.0,Third British-Ashanti,3.0,Extra-State War,Imperial (state vs non-state),2,1893-09-28,1893,1894-12-31,1894,-8.0,-8.0,0.0,,0.0,1.0,war_num_398_0.json
621.0,Brazil Naval War,4.0,Intra-State War,Civil War (for central control),2,1893-09-06,1893,1894-04-16,1894,-8.0,-8.0,0.0,,0.0,0.0,war_num_621_0.json
620.0,Brazil Federalists War,4.0,Intra-State War,Civil War (for central control),2,1893-02-02,1893,1894-08-31,1894,-8.0,-8.0,0.0,,0.0,0.0,war_num_620_0.json
397.0,Belgian-Tib,3.0,Extra-State War,Imperial (state vs non-state),2,1892-10-01,1892,1894-02-28,1894,-8.0,-8.0,0.0,,1.0,1.0,war_num_397_0.json
396.0,Second Franco-Dahomeyan,3.0,Extra-State War,Imperial (state vs non-state),2,1892-09-19,1892,1893-11-09,1893,-8.0,-8.0,0.0,,0.0,0.0,war_num_396_0.json
619.0,Venezuela's Legalist Revolution,4.0,Intra-State War,Civil War (for central control),2,1892-03-11,1892,1892-10-06,1892,-8.0,-8.0,0.0,,0.0,0.0,war_num_619_0.json
618.0,Zaili-Jinden Revolt,4.0,Intra-State War,Civil War (for central control),2,1891-11-11,1891,1891-12-16,1891,-8.0,-8.0,0.0,,0.0,0.0,war_num_618_0.json
617.0,Chilean Congressist War,4.0,Intra-State War,Civil War (for central control),2,1891-01-07,1891,1891-08-29,1891,-8.0,-8.0,0.0,,0.0,0.0,war_num_617_0.json
616.0,First Yemeni Imamate Rebellion,5.0,Intra-State War,Civil War (over local issues),2,1890-01-01,1890,1892-09-30,1892,-8.0,-8.0,0.0,,1.0,1.0,war_num_616_0.json
395.0,Franco-Jolof,3.0,Extra-State War,Imperial (state vs non-state),2,1890-04-01,1890,1891-02-24,1891,-8.0,-8.0,0.0,,1.0,0.0,war_num_395_0.json
616.5,Campos Mutiny,4.0,Intra-State War,Civil War (for central control),2,1890-07-26,1890,1890-07-29,1890,-8.0,-8.0,0.0,,0.0,0.0,war_num_616_5.json
394.0,First Franco-Dahomeyan,3.0,Extra-State War,Imperial (state vs non-state),2,1890-03-01,1890,1890-04-20,1890,-8.0,-8.0,0.0,,0.0,0.0,war_num_394_0.json
393.0,Zambezi Conquest,3.0,Extra-State War,Imperial (state vs non-state),2,1888-01-01,1888,1888-12-31,1888,-8.0,-8.0,0.0,,1.0,1.0,war_num_393_0.json
392.0,First Italian-Ethiopian,3.0,Extra-State War,Imperial (state vs non-state),2,1887-01-24,1887,1887-03-31,1887,-8.0,-8.0,0.0,,0.0,1.0,war_num_392_0.json
387.0,Third British-Burmese,3.0,Extra-State War,Imperial (state vs non-state),2,1885-11-10,1885,1889-12-31,1889,-8.0,-8.0,0.0,,0.0,1.0,war_num_387_0.json
389.0,French-Mandinka,3.0,Extra-State War,Imperial (state vs non-state),2,1885-01-01,1885,1886-12-31,1886,-8.0,-8.0,0.0,,1.0,1.0,war_num_389_0.json
391.0,Serbian-Bulgarian,3.0,Extra-State War,Imperial (state vs non-state),2,1885-11-02,1885,1885-12-07,1885,-8.0,-8.0,0.0,,0.0,0.0,war_num_391_0.json
390.0,Russo-Afghan,3.0,Extra-State War,Imperial (state vs non-state),2,1885-03-30,1885,1885-04-30,1885,-8.0,-8.0,0.0,,0.0,1.0,war_num_390_0.json
70.0,Second Central American,1.0,Inter-State War,Inter-State War,2,1885-03-28,1885,1885-04-15,1885,,,0.0,,0.0,0.0,war_num_70_0.json
613.0,Peru's National Problem,5.0,Intra-State War,Civil War (over local issues),2,1885-03-02,1885,1885-05-11,1885,-8.0,-8.0,0.0,,0.0,0.0,war_num_613_0.json
612.0,Fifth Colombian War,4.0,Intra-State War,Civil War (for central control),2,1884-09-24,1884,1885-08-26,1885,-8.0,-8.0,0.0,,0.0,0.0,war_num_612_0.json
67.0,Sino-French,1.0,Inter-State War,Inter-State War,2,1884-06-15,1884,1885-06-09,1885,,,0.0,,0.0,0.0,war_num_67_0.json
386.0,First Franco-Madagascan,3.0,Extra-State War,Imperial (state vs non-state),2,1883-05-07,1883,1885-12-12,1885,-8.0,-8.0,0.0,,0.0,0.0,war_num_386_0.json
611.0,Haitian Civil War,4.0,Intra-State War,Civil War (for central control),2,1883-03-27,1883,1884-01-08,1884,-8.0,-8.0,0.0,,0.0,0.0,war_num_611_0.json
385.0,Third Franco-Vietnamese,3.0,Extra-State War,Imperial (state vs non-state),3,1882-04-25,1882,1884-06-14,1884,-8.0,67.0,0.0,,0.0,0.0,war_num_385_0.json
65.0,Conquest of Egypt,1.0,Inter-State War,Inter-State War,2,1882-07-11,1882,1882-09-15,1882,,,0.0,,0.0,0.0,war_num_65_0.json
384.0,First British-Mahdi,2.0,Extra-State War,Colonial (conflict with colony),3,1881-08-01,1881,1885-03-22,1885,-8.0,-8.0,0.0,,1.0,0.0,war_num_384_0.json
610.5,Mahdist Rebellion phase 1,5.0,Intra-State War,Civil War (over local issues),2,1881-08-12,1881,1882-09-14,1882,-8.0,384.0,0.0,,0.0,0.0,war_num_610_5.json
383.0,Franco-Tunisian,3.0,Extra-State War,Imperial (state vs non-state),2,1881-06-01,1881,1882-04-04,1882,-8.0,-8.0,0.0,,1.0,0.0,war_num_383_0.json
382.0,First Boer War,2.0,Extra-State War,Colonial (conflict with colony),2,1880-12-16,1880,1881-04-05,1881,-8.0,-8.0,0.0,,0.0,0.0,war_num_382_0.json
381.0,Gun War,2.0,Extra-State War,Colonial (conflict with colony),2,1880-09-01,1880,1881-04-30,1881,-8.0,-8.0,0.0,,1.0,1.0,war_num_381_0.json
610.0,Fourth Buenos Aires War,5.0,Intra-State War,Civil War (over local issues),2,1880-06-12,1880,1880-06-22,1880,-8.0,-8.0,0.0,,0.0,0.0,war_num_610_0.json
64.0,War of the Pacific,1.0,Inter-State War,Inter-State War,3,1879-02-14,1879,1883-12-11,1883,,,0.0,,0.0,0.0,war_num_64_0.json
380.0,Second British-Zulu,3.0,Extra-State War,Imperial (state vs non-state),2,1879-01-11,1879,1879-07-04,1879,-8.0,-8.0,0.0,,0.0,0.0,war_num_380_0.json
609.0,Revindication War,4.0,Intra-State War,Civil War (for central control),2,1879-01-03,1879,1879-02-13,1879,-8.0,-8.0,0.0,,0.0,0.0,war_num_609_0.json
376.0,Russo-Turkoman,3.0,Extra-State War,Imperial (state vs non-state),2,1878-05-01,1878,1881-01-24,1881,-8.0,-8.0,0.0,,1.0,0.0,war_num_376_0.json
